,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
17076,vcdb-6180,GB,Finance Bank,null,null,Process Carelessness,Physical Carelessness Loss,1400000,Theft of Resources,null,0
17077,vcdb-6181,GB,Civil Services,null,null,Process Carelessness,Physical Carelessness Misdelivery,1182,Disclosure of Information,null,0
17080,vcdb-6184,US,Medical,null,null,Physical Physical access,Physical Possession abuse,1529,Disclosure of Information,null,0
17081,vcdb-6185,US,Associations,Ideology Status,null,Design Web application,null,150,Disclosure of Information,null,0
17084,vcdb-6188,US,Medical,null,null,Physical Personal vehicle,Physical Loss Theft,15500,Theft of Resources,null,0
17099,vcdb-6203,NZ,Social Services,null,null,null,Physical Publishing error,133,Disclosure of Information,null,0
17109,vcdb-6213,US,Religious Organization,Financial Gain,null,null,null,18000,Disclosure of Information,null,0
17110,vcdb-6214,US,Medical,null,null,null,null,1907,null,null,0
17115,vcdb-6219,US,Medical,null,null,null,null,1432,null,null,0
17119,vcdb-6223,US,Medical,Financial Gain,null,Implementation Email,Spoof Phishing,1400000,Infiltrate Alter behavior Increased Access Corruption of Information,null,0
17124,vcdb-6228,US,Medical,null,null,null,Physical Disposal error,1200,null,null,0
17127,vcdb-6231,GA,Information Technology,Ideology Asset and fraud Financial Gain Status,null,null,null,117,Disclosure of Information,null,0
17132,vcdb-6236,US,Civil Services,null,null,null,Physical Publishing error,14000,null,null,0
17133,vcdb-6237,US,Legal Services,null,null,null,Physical Loss,1300000,Theft of Resources Disclosure of Information,null,0
17139,vcdb-6243,US,Education,null,null,null,Physical Loss Theft,1219,Theft of Resources,null,0
17143,vcdb-6247,US,Medical,null,null,null,Physical Disposal error,160000,Disclosure of Information,null,0
17150,vcdb-6254,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1745,Theft of Resources,null,0
17168,vcdb-6272,US,Finance Insurance,null,null,null,Physical Publishing error,1800,Disclosure of Information,null,0
17171,vcdb-6275,IE,Medical,null,null,null,Physical Loss,13,Theft of Resources Disclosure of Information,null,0
17174,vcdb-6278,US,Civil Services,null,null,Configuration Misconfiguration,null,1200,Disclosure of Information,null,0
17177,vcdb-6281,US,Social Services,null,null,null,Physical Misdelivery,15000,Disclosure of Information,null,0
17180,vcdb-6284,US,Social Services,null,null,Process Carelessness Configuration Misconfiguration,Physical Carelessness,11771,Disclosure of Information,null,0
17200,vcdb-6304,CA,Civil Services,null,null,Configuration LAN access,Physical Privilege abuse,13,Disclosure of Information,null,0
17201,vcdb-6305,CA,Civil Services,null,null,null,Physical Misdelivery,13000,Disclosure of Information,null,0
17209,vcdb-6313,US,Education,null,null,Process Carelessness,Physical Carelessness Loss,1200,Theft of Resources,null,0
17212,vcdb-6316,US,Social Services,null,null,null,null,1444,null,null,0
17214,vcdb-6318,US,Medical,Grudge Status,null,Physical Victim work area Physical access Configuration LAN access Unapproved hardware,Physical Loss Theft Possession abuse,16000,Theft of Resources Disclosure of Information,null,0
17216,vcdb-6320,US,Medical,null,null,null,null,156000,Disclosure of Information,null,0
17219,vcdb-6323,US,Information Technology,null,null,null,Physical Loss,14000000,Theft of Resources Disclosure of Information,null,0
17222,vcdb-6326,US,Telecommunications,null,null,null,Physical Misdelivery,130000,Disclosure of Information,null,0
17223,vcdb-6327,US,Medical,null,null,null,Physical Loss,1845,Theft of Resources Disclosure of Information,null,0
17228,vcdb-6332,US,Advertising,Financial Gain,null,Design Web application,null,1400,Disclosure of Information,null,0
17239,vcdb-6343,US,Medical,null,null,null,Physical Loss Theft,1280,Theft of Resources,null,0
17241,vcdb-6345,US,Civil Services,null,null,null,Physical Publishing error,12000,Disclosure of Information,null,0
17244,vcdb-6348,US,Research,null,null,Configuration LAN access Unapproved software,null,1178,Disclosure of Information,null,0
17255,vcdb-6359,US,Medical,null,null,null,null,1366,null,null,0
17257,vcdb-6361,US,Medical,null,null,null,Physical Publishing error,1654,Disclosure of Information,null,0
17268,vcdb-6372,US,Education,null,null,null,null,14,Disclosure of Information,null,0
17285,vcdb-6389,US,Social Services,Legal and regulatory Damage,null,null,Physical Publishing error,1581,Disclosure of Information,null,0
17297,vcdb-6401,US,Information Technology,null,null,Process Carelessness Configuration Misconfiguration,Physical Carelessness,1500000,null,null,0
17304,vcdb-6408,US,Other Services,null,null,Process Carelessness,Physical Carelessness Disposal error,1309,null,null,0
17314,vcdb-6418,US,Civil Services,null,null,null,null,11935,Disclosure of Information,null,0
17319,vcdb-6423,US,Medical,Legal and regulatory Damage,null,Process Inadequate processes,Physical Omission,158,Disclosure of Information,91141,0
17332,vcdb-6436,US,Medical,null,null,null,Physical Misdelivery,1770,null,null,0
17335,vcdb-6439,US,Technical Services,Thrill,null,Design Web application,null,1200000,Infiltrate Increased Access,null,0
17339,vcdb-6443,US,Civil Services,null,null,null,Physical Disposal error,1370,Disclosure of Information,null,0
17349,vcdb-6453,US,Finance Insurance,null,null,null,Physical Loss,1464,Theft of Resources Disclosure of Information,null,0
17355,vcdb-6459,US,Medical,null,null,Process Carelessness,Physical Carelessness Omission,1400,null,null,0
17366,vcdb-6470,US,Medical,null,null,null,Physical Loss,1489,Theft of Resources Disclosure of Information,null,0
17369,vcdb-6473,CA,Medical,Convenience,null,Configuration LAN access,Physical Data mishandling,122,Disclosure of Information,null,0
17371,vcdb-6475,US,Medical,null,null,null,null,12874,null,null,0
17372,vcdb-6476,US,Medical,Financial Gain,null,Physical Victim work area,Physical Loss Theft,1300,Theft of Resources,null,0
17373,vcdb-6477,IN,Information Technology,null,Script or Program SQLi,Design Web application Implementation,Physical Loss,12500000,Theft of Resources Repurpose,null,0
17374,vcdb-6478,US,Medical,null,null,Process Carelessness,Physical Carelessness Misdelivery,14910,Disclosure of Information,null,0
17375,vcdb-6479,US,Medical,null,null,null,Physical Loss Theft,17339,Theft of Resources,null,0
17380,vcdb-6484,US,Medical,Financial Gain,null,null,Physical Loss,178,Theft of Resources,null,0
17385,vcdb-6489,US,Social Services,null,null,null,Physical Misdelivery,1622,Disclosure of Information,null,0
17399,vcdb-6503,US,Finance,Financial Gain,User Command OS commanding,Design Web application Implementation,null,146693665,Infiltrate Exfiltrate Increased Access Disclosure of Information,87500000,0
17402,vcdb-6506,US,Social Services,null,null,null,Physical Loss Theft,1716,Theft of Resources,null,0
17408,vcdb-6512,null,Medical,null,null,Configuration Random error,Physical Misdelivery,138,Disclosure of Information,null,0
17422,vcdb-6526,US,Education,null,null,null,Physical Loss,1670,Theft of Resources Disclosure of Information,null,0
17426,vcdb-6530,US,Medical,Financial Gain,null,null,Physical Loss Theft,1200,Theft of Resources,null,0
17434,vcdb-6538,US,Medical,null,null,null,null,1256,null,null,0
17445,vcdb-6549,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1215,Theft of Resources,null,0
17448,vcdb-6552,US,Medical,Financial Gain,null,null,Physical Loss Theft,14511,Theft of Resources,null,0
17453,vcdb-6557,US,Medical,null,null,null,Physical Loss,1651,Theft of Resources Disclosure of Information,null,0
17458,vcdb-6562,US,Finance Insurance,null,null,null,Physical Loss Disposal error,12500,Theft of Resources Disclosure of Information,null,0
17461,vcdb-6565,US,Medical,null,null,null,Physical Loss Theft,1800,Theft of Resources,null,0
17462,vcdb-6566,US,Medical,Financial Gain,null,Configuration LAN access,Physical Privilege abuse,13,Disclosure of Information,null,0
17463,vcdb-6567,US,Medical,null,null,null,Physical Loss Theft,1500,Theft of Resources,null,0
17468,vcdb-6572,TR,Social Services,null,null,null,null,14000000,Disclosure of Information,null,0
17469,vcdb-6573,US,Medical,null,null,null,null,1683,Disclosure of Information,null,0
17476,vcdb-6580,US,Medical,null,null,Configuration LAN access,Physical Privilege abuse Authenticate Use of stolen creds Delete Destruction Flood Interruption,1200001,Denial of Service Modify privileges Log tampering Increased Access Corruption of Information,null,0
17489,vcdb-6593,US,Transport,null,null,null,Physical Misdelivery,1225,Disclosure of Information,null,0
17492,vcdb-6596,US,Medical,Financial Gain,null,Implementation Email,Spoof Phishing,11000,Alter behavior Disclosure of Information Corruption of Information,null,0
17494,vcdb-6598,TH,Finance Bank,Asset and fraud Financial Gain,Physical Attack Disabled controls Tampering Surveillance,null,null,117,Disclosure of Information,8910.0,0
17511,vcdb-6615,US,Education,null,null,Configuration Misconfiguration,null,140000,Disclosure of Information,null,0
17512,vcdb-6616,AU,Religious Organization,null,null,null,Physical Loss,1484,Theft of Resources Disclosure of Information,null,0
17514,vcdb-6618,US,Education,Financial Gain,null,Physical Victim work area,Physical Loss Theft,140,Theft of Resources Disclosure of Information,null,0
17522,vcdb-6626,US,Social Services,Targeted,null,Design Web application Implementation Email,Authenticate Use of stolen creds Spoof Phishing,1279,Infiltrate Elevate Alter behavior Increased Access Disclosure of Information Corruption of Information,null,0
17526,vcdb-6630,US,Medical,null,null,Design Web application,null,1500,Exfiltrate Disclosure of Information,null,0
17535,vcdb-6639,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1537,Theft of Resources,null,0
17544,vcdb-6648,US,Medical,null,null,Configuration LAN access,Physical Privilege abuse,1300,Disclosure of Information,null,0
17547,vcdb-6651,US,Medical,Legal and regulatory Damage,null,null,Physical Disposal error,1532,Disclosure of Information,400000,0
17549,vcdb-6653,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1711,Theft of Resources,null,0
17573,vcdb-6677,CN,Information Technology,null,null,null,Authenticate Use of stolen creds,12000000000,Alter behavior Disclosure of Information Corruption of Information,null,0
17575,vcdb-6679,US,Medical,Legal and regulatory Damage,null,Process Carelessness,Physical Carelessness Loss,14004,Theft of Resources,null,0
17576,vcdb-6680,US,Information Technology,Thrill,null,Design Web application,null,150000,Disclosure of Information,null,0
17599,vcdb-6703,US,Medical,null,Physical Attack Disabled controls,Physical Victim work area,Physical Loss Theft,12354,Theft of Resources,null,0
17602,vcdb-6706,CA,Information Technology,null,null,null,Physical Publishing error,12,Disclosure of Information,null,0
17614,vcdb-6718,US,Finance,Financial Gain,null,null,Physical Loss Theft Bypass Bypassed controls,15000,Theft of Resources,null,0
17616,vcdb-6720,US,Medical,null,null,null,Physical Publishing error,1350,Disclosure of Information,null,0
17621,vcdb-6725,PA,Legal Services,Grudge Status,null,Configuration LAN access,Physical Privilege abuse,11500000,Disclosure of Information,null,0
17624,vcdb-6728,US,Finance Insurance,Financial Gain,null,Physical Partner vehicle,Physical Loss Theft Bypass Bypassed controls,1566,Theft of Resources,null,0
17632,vcdb-6736,US,Finance Bank,Financial Gain,null,Physical In-person Configuration LAN access,Physical Bribery Privilege abuse,1132,Alter behavior Fraudulent transaction Disclosure of Information Corruption of Information Theft of Resources,null,0
17634,vcdb-6738,US,Medical,null,null,null,Physical Misdelivery,1782,Disclosure of Information,null,0
17644,vcdb-6748,US,Medical,null,null,null,Physical Misdelivery,2,null,null,0
17654,vcdb-6758,US,Consulting Services,Financial Gain,null,null,Physical Loss Theft,1500,Theft of Resources Disclosure of Information,null,0
17659,vcdb-6763,CA,Medical,null,null,null,Physical Loss,12,Theft of Resources,null,0
17664,vcdb-6768,IE,Support Services,Financial Gain,null,Physical Physical access,Physical Data mishandling,12,Disclosure of Information,null,0
17669,vcdb-6773,NO,Information Technology,null,null,null,null,1700000,null,null,0
17679,vcdb-6783,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,14000,Theft of Resources,null,0
17684,vcdb-6788,US,Finance Insurance,Asset and fraud Financial Gain,null,null,Physical Privilege abuse,17,Disclosure of Information,8000,0
17689,vcdb-6793,US,Medical,Financial Gain,null,null,null,12621,Disclosure of Information,null,0
17690,vcdb-6794,US,Civil Services,Ideology Status,null,null,null,1800,Disclosure of Information,null,0
17692,vcdb-6796,GB,Finance Bank,Financial Gain,null,Physical Victim work area,Physical Loss Theft Bypass Bypassed controls,159000,Theft of Resources,null,0
17702,vcdb-6806,US,Education,Asset and fraud Financial Gain,null,Physical Partner facility,Physical Assault,1360,Fraudulent transaction Misrepresentation Disclosure of Information Theft of Resources,90000,0
17712,vcdb-6816,US,Social Services,null,null,Physical Personal vehicle,Physical Loss Theft,1696,Theft of Resources,null,0
17716,vcdb-6820,AU,Finance Insurance,Asset and fraud Financial Gain,null,null,Physical Misdelivery,117,Disclosure of Information,null,0
17725,vcdb-6829,US,Medical,Financial Gain,null,Physical Partner vehicle,Physical Loss Theft,13687,Theft of Resources,288000,0
17734,vcdb-6838,US,Medical,null,null,Configuration LAN access,Physical Privilege abuse,125,Disclosure of Information,null,0
17735,vcdb-6839,US,Medical,null,null,null,null,13000,null,null,0
17744,vcdb-6848,US,Medical,null,null,null,Physical Publishing error,1654,Disclosure of Information,null,0
17747,vcdb-6851,US,Medical,Financial Gain,null,Physical Physical access,Physical Possession abuse,144,Disclosure of Information,null,0
17751,vcdb-6855,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1472,Theft of Resources,null,0
17753,vcdb-6857,KH,Government,Ideology Status,null,Design Web application,Physical Loss Authenticate Brute force,146,Theft of Resources Disclosure of Information,null,0
17755,vcdb-6859,null,Transport,null,null,Design Web application,Physical Loss,1270000,Theft of Resources Disclosure of Information,null,0
17761,vcdb-6865,US,Information Technology,Espionage Political Gain,null,null,null,123587,Disclosure of Information,null,0
17770,vcdb-6874,AU,Publisher,Financial Gain,Script or Program SQLi User Command Command shell,Implementation,null,1400,Repurpose Disclosure of Information Theft of Resources,null,0
17774,vcdb-6878,US,Tourism,Financial Gain,null,Physical Physical access,Physical Possession abuse,16,Disclosure of Information,null,0
17778,vcdb-6882,PL,Information Technology,Thrill,null,Design Web application,null,12000,Disclosure of Information,null,0
17780,vcdb-6884,US,Education,null,null,null,Physical Publishing error,12000,null,null,0
17789,vcdb-6893,OM,Finance Bank,Asset and fraud Financial Gain,null,null,Physical Loss,15,Theft of Resources Disclosure of Information,39000000,0
17791,vcdb-6895,US,Social Services,Asset and fraud Financial Gain,null,null,Physical Publishing error,14000,Disclosure of Information,null,0
17795,vcdb-6899,US,Medical,null,null,null,Physical Loss Theft,12594,Theft of Resources,null,0
17797,vcdb-6901,PA,Entertainment,Ideology Asset and fraud Financial Gain Status,null,Design Web application,null,1200,Disclosure of Information,null,0
17808,vcdb-6912,US,Medical,null,null,null,Physical Loss Theft,11982,Theft of Resources,null,0
17819,vcdb-6923,JP,Information Technology,null,null,null,Physical Loss,1300000,Theft of Resources,null,0
17822,vcdb-6926,US,Medical,null,null,null,Physical Loss Theft,1226,Theft of Resources,null,0
17825,vcdb-6929,GB,Retailer,null,null,Design Web application,Physical Loss,120000,Theft of Resources Disclosure of Information,null,0
17829,vcdb-6933,US,Medical,null,null,Process Carelessness,Physical Carelessness Disposal error,1468,null,null,0
17835,vcdb-6939,KR,Telecommunications,null,null,Design Web application,null,12000000,Disclosure of Information,null,0
17836,vcdb-6940,CN,Transport,Financial Gain,null,Design Web application,Physical Loss,130000,Theft of Resources Disclosure of Information,null,0
17839,vcdb-6943,US,Medical,null,null,Design Web application,null,1506,Disclosure of Information,null,0
17844,vcdb-6948,US,Social Services,null,null,null,Physical Misdelivery,17743,null,null,0
17851,vcdb-6955,US,Medical,null,null,Configuration LAN access,Physical Privilege abuse,13000,null,null,0
17864,vcdb-6968,GB,Civil Services,null,null,Process Inadequate processes,Physical Misdelivery,1200,Disclosure of Information,null,0
17865,vcdb-6969,JP,Information Technology,null,null,null,Physical Loss,1800000,Theft of Resources Disclosure of Information,null,0
17868,vcdb-6972,null,Telecommunications,Financial Gain,Physical Attack Disabled controls,null,Physical Loss Theft,17000000,Theft of Resources Disclosure of Information,null,0
17869,vcdb-6973,US,Information Technology,null,null,null,null,198000,null,null,0
17875,vcdb-6979,US,Transport,Financial Gain,null,Design Web application,Authenticate Use of stolen creds,130,Fraudulent transaction Disclosure of Information Theft of Resources,null,0
17882,vcdb-6986,US,Education,Grudge Status,null,Physical Physical access Configuration LAN access,Physical Data mishandling Privilege abuse Spoof Knowledge abuse,1500,Disclosure of Information,null,0
17883,vcdb-6987,US,Medical,null,null,null,Physical Loss Theft,1182,Theft of Resources,null,0
17886,vcdb-6990,US,Medical,null,null,null,Physical Loss Theft,15677,Theft of Resources,null,0
17893,vcdb-6997,US,Social Services,null,null,Physical Personal vehicle,Physical Loss Theft Data mishandling,1700,Theft of Resources,null,0
17898,vcdb-7002,US,Telecommunications,Financial Gain,null,Physical Personal vehicle,Physical Loss Theft,13000,Theft of Resources,null,0
17901,vcdb-7005,US,Medical,null,Physical Attack Disabled controls,Physical Victim work area,Physical Loss Theft,1500,Theft of Resources,null,0
17902,vcdb-7006,US,Medical,null,null,null,Physical Disposal error,1430,null,null,0
17903,vcdb-7007,US,Sport,Thrill,null,null,Physical Loss,175000,Theft of Resources Disclosure of Information,null,0
17906,vcdb-7010,US,Medical,null,null,null,Steal Capture stored data,15000,Disclosure of Information,null,0
17907,vcdb-7011,US,Medical,null,null,null,Physical Loss Theft,14000,Theft of Resources,null,0
17908,vcdb-7012,US,Medical,Financial Gain,null,null,Physical Loss Theft,1680,Theft of Resources,null,0
17914,vcdb-7018,US,Wholesaler,Ideology Status,null,Design Web application,null,1200,Disclosure of Information,null,0
17915,vcdb-7019,US,Transport,Financial Gain,null,Physical Victim work area,Physical Loss Theft,15000,Theft of Resources Disclosure of Information,null,0
17918,vcdb-7022,US,Medical,Legal and regulatory Damage,null,null,Physical Disposal error,1500,Disclosure of Information,400000,0
17928,vcdb-7032,US,Medical,null,null,null,Physical Misdelivery,1400,Disclosure of Information,null,0
17930,vcdb-7034,US,Civil Services,null,null,null,Physical Loss Theft,1548,Theft of Resources,null,0
17932,vcdb-7036,US,Medical,null,null,null,Physical Loss,12600,Theft of Resources,null,0
17934,vcdb-7038,US,Medical,null,null,null,null,18871,Disclosure of Information,null,0
17937,vcdb-7041,US,Civil Services,Financial Gain,null,Physical Personal vehicle,Physical Loss Theft Bypass Bypassed controls,1300000,Theft of Resources,null,0
17941,vcdb-7045,US,Education,null,Physical Attack Disabled controls,Physical Personal vehicle,Physical Loss Theft,14000,Theft of Resources,null,0
17943,vcdb-7047,US,Consulting Services,null,null,Process Carelessness,Physical Carelessness Loss,16200,Theft of Resources,null,0
17945,vcdb-7049,US,Social Services,null,null,null,null,13412,null,null,0
17951,vcdb-7055,US,Delivery Services,Financial Gain,null,Implementation Email,Spoof Pretexting,1362,Alter behavior Disclosure of Information Corruption of Information,null,0
17958,vcdb-7062,US,Education,null,null,Process Carelessness,Physical Carelessness Misdelivery,130,Disclosure of Information,null,0
17965,vcdb-7069,US,Medical,null,Physical Attack Disabled controls,Physical Personal vehicle,Physical Loss Theft,11500,Theft of Resources,null,0
17969,vcdb-7073,US,Education,null,null,null,Physical Loss,1326,Theft of Resources Disclosure of Information,null,0
17972,vcdb-7076,US,Medical,null,null,null,Physical Loss Theft,1900,Theft of Resources,null,0
17975,vcdb-7079,US,Education,null,null,Configuration Misconfiguration,null,145000,Disclosure of Information,null,0
17976,vcdb-7080,US,Medical,null,null,null,null,1438,null,null,0
17978,vcdb-7082,CA,Social Services,Thrill,null,Configuration LAN access,Physical Privilege abuse,12848,Disclosure of Information,null,0
17983,vcdb-7087,US,Medical,null,null,null,Physical Loss Theft,1700000,Theft of Resources,null,0
17985,vcdb-7089,US,Medical,null,null,null,Physical Loss Theft,1400,Theft of Resources,null,0
17996,vcdb-7100,US,Associations,null,null,null,Physical Misdelivery,1600,Disclosure of Information,null,0
17998,vcdb-7102,TR,Medical,Ideology Status,null,Design Web application,null,132,Disclosure of Information,null,0
18010,vcdb-7114,US,Medical,Grudge Status,null,Physical Non-corporate,Spoof Knowledge abuse,1407,Disclosure of Information,null,0
18012,vcdb-7116,US,Finance Insurance,null,null,null,null,175350,null,null,0
18017,vcdb-7121,US,Medical,Financial Gain,null,Physical Victim work area,Physical Loss Theft,140,Theft of Resources Disclosure of Information,null,0
18031,vcdb-7135,US,Medical,null,null,null,null,1898,Disclosure of Information,null,0
18039,vcdb-7143,US,Medical,Financial Gain,null,null,null,1483,Disclosure of Information,null,0
18058,vcdb-7162,US,Medical,Financial Gain,null,null,Physical Loss Theft,1837,Theft of Resources,null,0
18084,vcdb-7188,US,Medical,Financial Gain,null,Physical Victim secure area,Physical Loss Theft,12900,Theft of Resources,null,0
18098,vcdb-7202,CA,Finance Insurance,null,null,Configuration LAN access,Physical Privilege abuse Spoof Knowledge abuse,12,Disclosure of Information,null,0
18111,vcdb-7215,CA,Finance,null,null,Configuration Misconfiguration,Physical Publishing error,1344,Disclosure of Information,null,0
18119,vcdb-7223,US,Medical,Financial Gain,null,Physical Victim secure area,Physical Loss Theft,180,Theft of Resources,null,0
18127,vcdb-7231,US,Medical,null,null,null,Physical Disposal error,1655,Disclosure of Information,null,0
18131,vcdb-7235,US,Medical,null,null,null,null,1562,null,null,0
18135,vcdb-7239,US,Medical,Asset and fraud Financial Gain,null,Process Carelessness,Physical Carelessness Misdelivery,1200,Disclosure of Information,null,0
18140,vcdb-7244,US,Finance Insurance,null,null,null,null,1900000,Disclosure of Information,null,0
18146,vcdb-7250,US,Education,null,null,null,null,1400,Disclosure of Information,null,0
18160,vcdb-7264,US,Education,Financial Gain,null,null,Physical Loss Theft,173,Theft of Resources Disclosure of Information,null,0
18161,vcdb-7265,US,Civil Services,null,null,null,null,12500,null,null,0
18163,vcdb-7267,US,Medical,null,null,Implementation Email,Spoof Phishing,14000,Alter behavior Disclosure of Information Corruption of Information,null,0
18176,vcdb-7280,GB,Social Services,null,null,null,Physical Publishing error,1300,null,null,0
18177,vcdb-7281,US,Oil and Gas,Asset and fraud Financial Gain,Physical Attack Disabled controls Tampering,Physical Victim public area,null,1400,Disclosure of Information,114135,0
18186,vcdb-7290,US,Medical,null,null,null,Physical Publishing error,1185,null,null,0
18195,vcdb-7299,US,Telecommunications,Financial Gain,null,null,null,1200,Alter behavior Disclosure of Information Corruption of Information,null,0
18197,vcdb-7301,CA,Medical,null,null,Configuration LAN access,Physical Privilege abuse,11,Disclosure of Information,null,0
18198,vcdb-7302,US,Medical,null,null,null,Physical Misdelivery,1488,Disclosure of Information,null,0
18206,vcdb-7310,US,Retailer,null,null,Physical Partner,null,13000000,Disclosure of Information,null,0
18207,vcdb-7311,US,Medical,Financial Gain,null,null,Physical Loss Theft,1400,Theft of Resources,null,0
18210,vcdb-7314,US,Information Technology,Thrill,null,Design Web application,null,1500000,Disclosure of Information,null,0
18211,vcdb-7315,US,Finance Bank,null,null,null,Physical Publishing error,150000,Disclosure of Information,null,0
18221,vcdb-7325,CA,Medical,Thrill,null,Configuration LAN access,Physical Privilege abuse,13,Disclosure of Information,null,0
18223,vcdb-7327,US,Government,null,null,null,Physical Publishing error,15,Disclosure of Information,null,0
18229,vcdb-7333,US,Medical,Financial Gain,null,Physical Physical access Configuration LAN access,Physical Privilege abuse Spoof Knowledge abuse,130,Disclosure of Information,null,0
18232,vcdb-7336,US,Consulting Services,null,null,null,Physical Misdelivery,1400,Disclosure of Information,null,0
18236,vcdb-7340,CA,Medical,null,null,Configuration LAN access,Physical Privilege abuse,1300,Disclosure of Information,null,0
18247,vcdb-7351,US,Medical,null,null,null,Physical Loss Theft,13867,Theft of Resources,null,0
18249,vcdb-7353,US,Social Services,Financial Gain,null,Physical Personal vehicle,Physical Loss Theft,1696,Theft of Resources,null,0
18257,vcdb-7361,US,Medical,null,null,null,Physical Loss,1489,Theft of Resources Disclosure of Information,null,0
18258,vcdb-7362,US,Tourism,null,null,null,Physical Loss,1400000,Theft of Resources Disclosure of Information,null,0
18270,vcdb-7374,US,Medical,Financial Gain,null,Implementation Email,Spoof Phishing,1175,Alter behavior Disclosure of Information Corruption of Information,null,0
18284,vcdb-7388,US,Manufacturing,Financial Gain,null,Implementation Email,Spoof Phishing,13000,Alter behavior Disclosure of Information Corruption of Information,null,0
18287,vcdb-7391,US,Finance Bank,Financial Gain,Physical Attack Skimmer Surveillance,Physical Victim public area,null,13,Disclosure of Information,null,0
18288,vcdb-7392,US,Medical,null,null,Configuration Misconfiguration,Physical Publishing error,1179,Disclosure of Information,null,0
18290,vcdb-7394,US,Medical,Financial Gain,null,Physical Physical access,Physical Possession abuse,1449,Disclosure of Information,null,0
18292,vcdb-7396,US,Retailer,null,null,null,Physical Publishing error,170000,Disclosure of Information,null,0
18303,vcdb-7407,US,Education,null,null,Design Web application,null,1500,Disclosure of Information,null,0
18331,vcdb-7435,DE,Information Technology,Thrill,null,Design Web application,Physical Loss Probe Footprinting,13000000,Theft of Resources,null,0
18337,vcdb-7441,US,Social Services,null,null,null,null,1298,null,null,0
18341,vcdb-7445,US,Medical,Financial Gain,null,null,Physical Loss Theft,1167,Theft of Resources,null,0
18342,vcdb-7446,AU,Finance Bank,Financial Gain,null,null,null,160,Disclosure of Information,null,0
18347,vcdb-7451,US,Medical,Financial Gain,null,Configuration LAN access,Physical Privilege abuse,12000,Disclosure of Information,null,0
18348,vcdb-7452,US,Medical,null,null,null,Physical Misdelivery,15000,Disclosure of Information,null,0
18349,vcdb-7453,US,Finance Insurance,null,null,null,null,1270,null,null,0
18350,vcdb-7454,US,Government,null,null,null,null,1296,Disclosure of Information,null,0
18356,vcdb-7460,US,Medical,null,null,null,Physical Misdelivery,1445,Disclosure of Information,null,0
18357,vcdb-7461,US,Social Services,null,null,null,Physical Loss,1700,Theft of Resources Disclosure of Information,null,0
18371,vcdb-7475,US,Civil Services,Ideology Status,null,null,null,1350,Disclosure of Information,null,0
18373,vcdb-7477,US,Medical,Financial Gain,null,Physical Partner vehicle,Physical Loss Theft Bypass Bypassed controls,1700000,Theft of Resources,null,0
18374,vcdb-7478,US,Medical,null,null,Process Carelessness,Physical Carelessness Loss,1192,Theft of Resources,null,0
18381,vcdb-7485,US,Medical,null,null,null,Physical Loss Theft,16820,Theft of Resources,null,0
18388,vcdb-7492,US,Medical,null,null,null,null,1200,null,null,0
18390,vcdb-7494,US,Government,Grudge Status,null,Design Web application,null,12700,Disclosure of Information,null,0
18397,vcdb-7501,US,Civil Services,Financial Gain,Physical Attack Disabled controls,Physical Partner vehicle,Physical Loss Theft,11427,Theft of Resources Disclosure of Information,null,0
18406,vcdb-7510,US,Consulting Services,Legal and regulatory Damage,null,null,Physical Disposal error,1222,null,null,0
18407,vcdb-7511,US,Medical,Asset and fraud Financial Gain,null,Physical Victim work area,Physical Loss Theft,144,Theft of Resources Disclosure of Information,257710,0
18410,vcdb-7514,US,Medical,null,null,null,null,1549,null,null,0
18411,vcdb-7515,US,Medical,Espionage Political Gain,null,Configuration LAN access,Physical Privilege abuse,1144,Disclosure of Information,null,0
18413,vcdb-7517,null,Civil Services,Ideology Status,Script or Program SQLi,Design Web application Implementation,Physical Loss,1410,Theft of Resources Repurpose Disclosure of Information,null,0
18419,vcdb-7523,US,Medical,Financial Gain,null,null,Physical Loss Theft,1900,Theft of Resources,null,0
18428,vcdb-7532,JP,Finance,null,null,Implementation Email,null,1500000,Disclosure of Information,null,0
18445,vcdb-7549,US,Medical,null,null,null,Physical Privilege abuse,12621,Disclosure of Information,null,0
18473,vcdb-7577,US,Medical,null,null,null,null,1848,Disclosure of Information,null,0
18476,vcdb-7580,US,Education,Financial Gain,null,null,null,163000,Disclosure of Information,null,0
18479,vcdb-7583,US,NGO,Thrill,null,Configuration LAN access,Physical Privilege abuse,11800,Disclosure of Information,null,0
18497,vcdb-7601,US,Transport,null,null,null,Physical Disposal error,15000,null,null,0
18498,vcdb-7602,US,Manufacturing,null,null,Implementation Malfunction,null,1800,null,null,0
18508,vcdb-7612,US,Medical,null,null,null,Physical Loss Theft,13000,Theft of Resources,null,0
18525,vcdb-7629,GB,Medical,null,null,null,Physical Loss,1300,Theft of Resources Disclosure of Information,null,0
18536,vcdb-7640,US,Manufacturing,Financial Gain,null,null,null,180000,Disclosure of Information,null,0
